listing_id,host_id,superhost,response_time,response_rate,number_of_reviews,review_scores_rating,host_about,host_verifications
16853807,101970559,f,within a few hours,100%,0,,"There is nothing more beautiful in the world than the cognize unique personalities from all around the world! This is not just my house, which I am sharing with you. This is all - my life! Let's enjoy the life together!","['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']"
18608652,93062395,f,within an hour,100%,3,100,Love everything about this city! ,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
4457654,1480847,f,within a few hours,80%,38,95,I am a visual artist traveling often for my work. for 4 years I have traveled and lived abroad and now it's time to share that space and understanding with those who want to explore. I am happy to give recommendations according to your interests & life style. Feel free to be in touch with any questions:),"['email', 'phone', 'reviews', 'jumio']"
17842111,122044895,f,within an hour,100%,6,97,Happy and highly energized person. Love to travel myself and meet people from around the world. Love pets and nature.,"['email', 'phone', 'reviews']"
16546581,108911900,f,within an hour,100%,7,97,I'm friendly and chill,"['email', 'phone', 'linkedin', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
16808571,103112842,f,within a day,83%,2,100,"We run an art gallery in New York City. We appreciate art, music and traveling the great outdoors. ","['email', 'phone', 'facebook', 'reviews']"
6000898,23708009,f,within a day,85%,28,91,"We are architects and love beautifully styled homes. We have conducted business, vacationed and owned homes in Nantucket and New York for years. ","['email', 'phone', 'reviews', 'jumio', 'work_email']"
10970948,33895746,f,within an hour,100%,30,96,"Hello, my name is Jose, I'm a 30-something Artist/Designer/Architectural Project Manager born and raised in New York City. I work for an architecture firm with offices in Staten Island, NY and Manhattan and in my spare time I design and build custom furniture/home decor pieces from found objects in my work studio (near my house). So needless to say, I'm hardly ever in the house. I'm a nature enthusiast, love to travel, collect art, eat new cuisines. ","['email', 'phone', 'reviews', 'kba']"
13434959,2559697,f,within a few hours,100%,2,100,I've been on both sides of the Air BnB world from renter to renting. I love this site. Good guy from Texas who has lived all over. ,"['email', 'phone', 'facebook', 'reviews', 'kba']"
13939419,82897002,t,within a few hours,100%,32,96,"I'm from South Korea and am currently living in New York City with my partner. We are both Architects working in the City. We travel home to Korea and Los angeles as often as possible. When we aren't busy working, we like to get out explore the city.  We like to think we are an outgoing and hardworking couple with lots of passion for doing what we love. ","['email', 'phone', 'reviews']"
11784410,62557719,f,N/A,N/A,3,93,"very hard working person , I like to read, to  study, I'm a very  freindly  person.my favorite sport is to bikecicling around the city","['email', 'phone', 'reviews']"
4417774,2849764,t,within a few hours,100%,28,98,"Vegan, classical musician and piano tuning apprentice. I like to hike, rock climb, cook, dance (sometimes), explore the sights. ","['email', 'phone', 'facebook', 'reviews', 'jumio']"
15381675,98341498,f,within an hour,100%,14,97,"I work in Design, Fabrication, Construction Management... and now... Hospitality! This apartment is my most recently completed project. I am now finishing my own residence on the first floor.I have a Bachelor of Arts in Philosophy from Vassar College. I read Philosophy for one year at Lady Margaret Hall College, Oxford University, UK. I took one year of coursework towards a degree in Industrial Design.I am originally from Baltimore, MD which is one hour drive north of Washington, DC. I have lived in NYC most of my adult life.","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']"
14014541,64071388,f,within an hour,100%,33,92,I love to travel and host other travelers in my Clinton Hill/Bedstuy apartment. I've visited 40 of the 50 United States and have traveled to Europe four times. I used to be an art teacher in Detroit and moved to NYC to pursue my career as an artist. I try to give my guests the best local experience sharing all the hidden gems NYC has to offer!,"['email', 'phone', 'reviews', 'kba']"
9310252,48328095,f,within a day,89%,13,98,"A Midwestern native living in NYC for the last 8 years. I work for a restaurant group so ask me for recommendations! I love letting people know great neighborhood spots.I have lived in Italy, France, Denver, San Francisco, with a variety of roommates. I work in hospitality and take a lot of pride in making guests feel welcome in my home--just like you!","['email', 'phone', 'reviews', 'jumio', 'work_email']"
18058045,82149386,f,within an hour,100%,1,100,Split time between brooklyn and upstate! Im a free spirit that loves to do most anything. I travel frequently and love to have people from all over the world enjoy my homes!,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
2271637,1169249,f,within a day,90%,39,94,Marketing professional living in Sydney,"['email', 'phone', 'facebook', 'reviews', 'kba']"
18460898,128007707,f,within an hour,100%,3,100,A creative person with an appreciation for design.  An big fan of cleanliness in my own home. Minimalist within reason.,"['email', 'phone', 'reviews']"
12103552,64897249,f,within a few hours,86%,33,91,I'm an artist living in the heart of Brooklyn. Just trying to create a good experience for myself and everyone around me :).,"['email', 'phone', 'reviews']"
16843605,109865937,f,within a few hours,100%,5,100,"I have resided in New York for the last thirty years.  Currently I run my own business dedicated to helping people during the process of moving homes -- from staging before selling a property to helping select movers, to entirely setting up their new residence.  Another of the services I provide is interior design advice, so I focus on creating environments that are beautiful, functional and welcoming.","['email', 'phone', 'reviews']"
9409391,48780389,f,within a day,100%,13,87,"I am a world traveller so while I am not at home, my place can be your place. I enjoy planning trips, food at night markets and day trading just to name a few of my interests. My motto: Always give everything a try because life can be full of new experiences. You only have one life to live.","['email', 'phone', 'reviews', 'jumio']"
9451126,48970186,t,within an hour,100%,49,97,"I am citizen of the world who loves to try new food, meet people and of course see the world.","['email', 'phone', 'reviews', 'jumio']"
10732710,46900979,f,within an hour,100%,3,100,Hey! Im JD. I am a portrait photographer who lives to travel and eat. Mostly just eat though. I basically travel JUST to eat. ,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
9078187,20482899,f,within an hour,100%,85,90,"I stumbled on Airbnb and few years back and was intrigued by the concept, but it took a few months before I could convince my girlfriend to try it out on our next vacation. We rented a small studio apartment in Miami on South Beach and had an amazing time. We loved the freedom compared to a traditional hotel and knew we had to open our space to travelers like you in NYC. I'm excited we're finally able to serve you and look forward to making you happy!","['email', 'phone', 'reviews', 'jumio']"
9393507,48722035,f,within an hour,100%,51,81,I love to travel with my kids and always love to host you! ,"['email', 'phone', 'reviews']"
18426530,26253467,f,within a day,100%,3,93,"I'm an actor living in Brooklyn with my girlfriend Beth and our roommate David! We're all actors with busy and active lifestyles, but we're happy to have guests and excited to meet them!","['email', 'phone', 'reviews', 'kba']"
10549889,19904541,t,within an hour,100%,49,98,"I am a creator, educator and entrepreneur. I enjoy healthy nutrition, swim every other day, and sleep eight hours nightly. I revel in immersing myself in transformative art, which NYC has in abundance. Hosting is affording me the freedom to restructure my world so that I may increase my creative expression. I have lived in my apartment in the East Village (the best neighborhood in Manhattan!) since 2003. I absolutely treasure my comfortable colorful apartment and have been delighted to share it with the many interesting people who have stayed with me. So far so great! With many guests who only return to the apartment to sleep, I merely see them at check-in and check-out: I��m up and off to the gym before they wake, then return to them already gone; then I��m already asleep in my front bedroom when they return for the night. When I am present, I allow my guests precedence in using the bathroom and kitchen. Since I often work from home, with a handful of guests we might overlap during the day, either conversing or not, depending on if they choose to engage. All good to me! ","['email', 'phone', 'reviews', 'kba']"
19038705,17122534,f,N/A,N/A,0,,"Husband, father and professional nurse who enjoys traveling the world and enjoying different cultures.  There's only one life to live.","['email', 'phone', 'reviews', 'jumio']"
4720460,1887912,f,within a day,60%,15,88,"I am a fun New Yorker who works in fashion and travels frequently for work.  I love my friends, the theater, swimming, going to museums, reading and going out.  I was born and raised in Italy so i speak the Italian fluently along with French. I like to provide a clean warm enviorment for my guests and an experience they wont forget. Feel free to contact me with any questions. ","['email', 'phone', 'reviews', 'kba']"
9515996,49307110,f,within a few hours,100%,35,95,"Blessed with our little girl Samantha, we strive to be better people everyday with the little things in life.  We used to run thru the nightclubs and live the crazy lifestyle...we couldn't live without late night movies, the latest bar/lounge/club, being in ""THE IT"" crowd, running off to Paris or a quick trip to Vegas at a moments notice for a few days!  Funny, but we now get up at dawn and love to go to the Zoo, reading, although presently its all about Dr. Seuss's ""Hop on Pop"", and walking thru the city and exploring all the different neighborhoods.  We  enjoy going to ethnic restaurants and exploring tastes while exposing our girl to all NYC has to offer.  As we are a mixed couple, living within this diverse city gives us a sense of home that we cherish.  We are a small family with a HUGE extended family that live in the New York and Maryland area and work hard developing our relationships with our family.  When we travel we appreciate a host that welcomes us like family, but stays out of our business.  Thats what you can expect from us.  We want to be available to you if you need, but otherwise, enjoy your privacy and have fun.  We believe that being a good person is crucial and that good things happen to good people.  That is what we are....good people.","['email', 'phone', 'reviews']"
12519757,3207402,f,within an hour,100%,3,100,Interested in the way things work. High design and function fascination. Magical workings of effects on Broadway and Concert Touring. Light and Fire expert. Semi-retired.,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']"
14314,56246,f,within a few hours,100%,79,95,"My husband and I have been married since 1998 and have 2 amazing boys. We were determined to stay in ""the city"" to raise our family so we could take advantage of all that New York has to offer.  We also love to travel and when we do, we try and stay in small local places so we can experience the real feel of the surroundings. This is also what we are trying to offer our visitors when they come to Greenpoint.","['email', 'phone', 'facebook', 'reviews', 'kba']"
14351733,46015557,f,within a day,100%,3,87,"Marcus previously lived in Brooklyn, but recently moved to Queens with Megan. We are both artists trying to pursue our craft in the big city. We're clean and organized and we travel a lot due to work or family, so our room is available most of the time!","['email', 'phone', 'reviews', 'jumio', 'government_id']"
18156239,59942359,f,within an hour,99%,10,84,"Hi, I'm Nina. I'm a young professional women who lives and works in  Between South Beach Miami And NYC. I am a big family person and love to spend time with my son. I keep my apartment clean and I love to meet and greet all the nice and interesting people from all over the world. I look forward to hosting you and treating you like family : ) ","['email', 'phone', 'reviews']"
10836805,56119624,f,within a few hours,100%,15,91,"Friendly, hospitable. Love to bake cupcakes and cookies. A place that is a home away from home. It is where to relax and have a sense of peace.  ","['email', 'phone', 'reviews', 'work_email']"
13812310,74885349,f,within an hour,100%,9,80,"Life motto: Work hard, play harder","['email', 'phone', 'reviews']"
6223413,2690202,f,within an hour,100%,13,92,Marketing professional that loves to travel and meet new people all over the world. ,"['email', 'phone', 'facebook', 'amex', 'reviews', 'kba']"
18827071,129549216,f,within an hour,100%,0,,"I love travel and try new things. It is so great to have chance talking with people coming from different places, exchange feeling and experience.  I like airbnb provided the platform connecting people based on the trust. We all work together making the travelers easy, comfortable, affordable. Welcome travelers!","['email', 'phone', 'reviews']"
8499922,2783399,f,within an hour,100%,24,93,"I travel quite a bit for work and leisure.  I am a sculptor and help manage an art studio in New York City.  Interests include queer activism, books, dance, food, bikes, films, electronic and classical music, yoga and hiking.","['email', 'phone', 'google', 'reviews', 'jumio']"
17845507,122079426,f,within an hour,100%,15,99,"I'm a cellist and cello teacher.  I teach at the United Nations International School and the Brooklyn Conservatory of Music and in my home studio: Mar(URL HIDDEN)  As a cellist, I play lots of chamber music, often in my home.","['email', 'phone', 'facebook', 'reviews']"
13129533,3710740,f,within an hour,100%,10,96,"NYC professional couple that loves traveling, theater etc.","['email', 'phone', 'reviews', 'kba']"
18792188,13907788,f,within a few hours,100%,0,,"Currently a doctoral student at New York University; originally from the Pacific Northwest. I live quietly and cleanly and am always ready to strike up a conversation: my most remarkable conversations have been with complete strangers on a 9-hour red-eye flight across the country, in a cozy yet bustling Starbucks in midtown Manhattan, and in a sleepy Amtrack train headed out to the suburbs. In my spare time, I play the violin and read whatever I can get my hands on; most recently, I've been obsessed with Bach and Japanese literature.","['email', 'phone', 'reviews', 'kba']"
18328845,102694997,f,within an hour,100%,0,,"Just turned 30, love to travel and meet new people, so I thought I'd open my apartment to like minded types.","['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']"
539160,512878,t,within an hour,100%,24,96,"I pride myself on taking care of my guests.  I always do my best to personally be there there to check in each guest so I can show you around and make sure you feel comfortable and are happy with the apartment.  I'll take the time to show you how to get to the subway station, give you your own Subway Map, and direct you to the local grocery store.  We can discuss the easiest way to traverse the city and help ensure your vacation is fabulous!  I will show you how to utilize the washer/dryer and basically answer any additional questions you may have.  I know how important/expensive and important these vacations can be and I want to make sure your lodging is NOT something you need to worry about!  I want you to be able to spend your time enjoying NYC with your friends & family, and anything I can do to make your vacation memorable (in a good way) makes me happy!","['email', 'phone', 'facebook', 'reviews', 'kba']"
14707675,2859516,f,within an hour,100%,40,99,Pretty easy going guy. The other roommate is as well. We like our place to be relatively quiet to escape the chaos of Manhattan. Hope that appeals to you as well. CheersRaymond,"['email', 'phone', 'facebook', 'reviews', 'kba']"
15874180,95875919,f,within an hour,100%,0,,I am a lover of all things creative.  World traveler and open to new experiences.  Place great value on family and relationships.  ,"['email', 'phone', 'facebook', 'amex', 'reviews', 'kba', 'work_email']"
14289340,14298139,f,N/A,N/A,0,,"Jannika lives in New York where she's the co-owner of a line of designer line of women's apparel.  Jannika loves traveling and meeting new people. She spends summers in Sweden where she was born and spends holidays in Mexico with family. When she's not working, she enjoys cooking up healthy and delicious meals and entertaining friends in her NYC apartment. ""We must take adventures in order to know where we truly belong.""","['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
15741448,101712494,f,within an hour,100%,5,100,"I am from the Caribbean islands. I love living in NYC for the diversity of food, culture, music and entertainment.","['email', 'phone', 'reviews', 'kba']"
11122042,57786950,f,within an hour,100%,27,95,"29 yo, friendly, full time working guy. I love skiing, traveling, and spend time with my friends. Im an easy going person, positive thinker)","['email', 'phone', 'reviews', 'jumio', 'government_id']"
18375823,3258961,f,within an hour,100%,0,,"I am a professional timpanist/percussionist. My profession has brought me all over the world and I have really enjoyed meeting people through airbnb and couchsurfing along the way.  I love riding my bicycle around Brooklyn trying to find the best street food, good coffee, etc.  Also love the natural world, healthy eating, spicy food, capoeira, surfing and snorkling. ","['email', 'phone', 'facebook', 'reviews', 'kba']"
16214199,10762834,f,within an hour,100%,6,93,"I'm currently living in Cartagena, Colombia. I manage my parents house in New York City and now I manage our apartment here in Cartagena where you can stay at while you explore this beautiful, enchanting city.","['email', 'phone', 'reviews', 'jumio']"
3747567,522065,t,within a few hours,100%,22,96,"We are sisters and best friends, and we enjoy meeting people from all over the world. We have learned a lot about our own city from many of our guests and hope to learn more from you. ","['email', 'phone', 'reviews', 'jumio']"
17461591,2522596,f,within an hour,100%,9,95,"My name is Nina. I'm an Architect for a food company. I love new experiences & meeting new people. I'm usually traveling around the world or looking for hidden treasures in the city. Originally from San Jose, CA. Hobbies: Cooking, Skiing, Painting, Swimming, HikingIt's never too late to have the experience of a lifetime!","['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']"
11490744,24743701,t,within a few hours,100%,30,98,"My wife and I have adopted New York as our home. I'm British and she's from Brazil and our two children were born in Greenwich Village! We live in a beautiful, relaxed, quiet neighborhood in lovely Brooklyn and we love being able to host visitors from around the world and create a home away from home for them. We're proud of where we live and feel lucky to be able to share that. ","['email', 'phone', 'google', 'reviews', 'kba']"
13430458,75275467,f,within a few hours,100%,11,93,"Hello. I am a Graphic Artist with Mid-Western American roots living in The South Bronx. I have an online store where I sell stickers and products that I have designed. Mott Haven is filled with fabulous personalities and colorful graffiti, you are invited to explore. ","['email', 'phone', 'linkedin', 'reviews', 'jumio', 'government_id']"
5582283,26098783,f,N/A,N/A,0,,"My name is SamI love spending time with my Wife Diane traveling, going to live music concerts, dancing, movies and trying new food.","['email', 'phone', 'reviews', 'jumio', 'work_email']"
13714662,65929049,f,within a few hours,100%,9,100,"Fun, Out going, They call me a ""Business Woman"" ;-) I love traveling and hosting people. i helped my boyfriend do it in the past 2 years and now it's my turn :-) ","['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
6576463,19866189,f,within an hour,100%,37,99,"I am a part-time college professor, teaching European and Russian History at Pace University. My husband Jak is a teacher at one of the NYC high schools. He teaches social studies and math. We started hosting people on AirBnB in August of 2014 and have been very fortunate to meet many talented young people. It is our pleasure to host you and support you in all of your endeavors. Please ask us about anything we can do to make your stay more comfortable and your life successful. ","['email', 'phone', 'facebook', 'reviews', 'jumio']"
5955634,30915218,t,within an hour,100%,23,97,"Traveler, pianist, latte lover","['email', 'phone', 'reviews', 'jumio']"
14592009,46723457,f,N/A,N/A,4,100,"I am a 32-year old teacher living in NYC! I love dogs, reading, cheese and wine and oysters, taking weekend trips and dinner parties.I really enjoy getting people together and I love hosting parties, get-togethers and BBQs. I love my apartment and love sharing it with others!","['email', 'phone', 'amex', 'reviews', 'kba']"
14263451,86890434,f,within a few hours,100%,7,100,"An artist and afro soul, crazy cat mom, I born and raised in New York, I love Anime and Zombie Thrillers, one of my two Sphynx babies is named after The Walking Dead's Daryl Dixon. Finishing out my thesis in Manhattan, I when I'm not pulling my hair out, I like to keep busy by filling my belly in the restaurants that keep me in NYC. I'm fit..ish as in not the most competitive person you'll meet, but love to go for bowling, bike rides or just long walks with friends. (To later fill our bellies some more) I can't live without Anime, Harry Potter, Music, Art, and My cat family.","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']"
9391206,30778567,f,within a few hours,100%,66,91,"I love what I do ,making other happy makes me happy","['email', 'phone', 'reviews', 'jumio', 'government_id']"
1836530,9601488,f,within a day,70%,19,100,"I'm a native New Yorker, a third generation one at that. So I know this city pretty well. I am a fashion photographer and I get to travel and take off to the west coast. My apartment is my sanctuary. I love coming home everyday, there is truly never a day that I don't consider myself lucky to have this beautiful QUIET cozy yet spacious lovely home, and I price my apt higher than is standard in the area because its worth it and I only want to have guests that are looking for what my home offers; calm, serenity, relaxation, energizing yet soothing. It is a home that is well loved and is kept clean and fresh. It clearly belongs to an artist and you'll notice that the minute you walk in. I am not interested in young kids who want to party and whoop it up in NYC, this would not be the home for you anyway, this is a home for the mature and the respectful, a place to feel safe and regroup. My price is higher because it will be a wonderful stay well worth the extra couple bucks, and I will do everything I can to help you feel safe, secure and welcomed.;-) Jen ","['email', 'phone', 'reviews', 'manual_offline']"
15996744,50958919,f,a few days or more,0%,2,100,Florida girl loving life in the big city. NYC stole my heart. It will do the same for you!,"['email', 'phone', 'facebook', 'reviews', 'kba']"
13914961,73247569,f,within an hour,100%,14,91,"Good Natured,  Kind, & Loves Animals! :)","['email', 'phone', 'facebook', 'reviews']"
503529,2483293,f,N/A,N/A,3,100,NY based fashion stylist with a damn near-perfect apartment in the best neighborhood in Manhattan. ,"['email', 'phone', 'facebook', 'reviews']"
16174653,105138341,f,within a few hours,100%,3,93,Brit living in NYC and often traveling for business. I'd like to oen my home to you while I am traveling.,"['email', 'phone', 'google', 'reviews']"
11653081,282655,t,within a few hours,100%,33,96,"Jenna & Deroy love traveling. Jenna is a former NYC public school teacher and currently works as an education consultant. Deroy is a creative director and designer who runs a communication design agency called Hyperakt focused on social issues. We live in Ditmas Park with our three young kids Luco, Naim and Vega.","['email', 'phone', 'reviews', 'jumio']"
2069051,10581418,f,within a few hours,100%,3,80,Make the rest of your life the best of your life.,"['email', 'phone', 'reviews']"
1349187,1330500,f,within a day,100%,2,100,Down to earth.Love to travel.Love to cook.I moved to New York because there are so many things to do and discover here.,"['email', 'phone', 'reviews']"
10209471,22612659,f,within an hour,100%,34,96,"My husband and I are a retired couple. I am originally from Germany and we both speak fluent German. We have lived in the neighborhood for over 30 years and can make wonderful recommendations, whether this is your first trip  to New York or you are a seasoned visitor. We love to travel, sail, hike and cook.   ","['email', 'phone', 'reviews']"
12133873,65120401,f,within a day,100%,8,94,"I've traveled the world, but I'm originally from Canada so I'm a nature lover, but for the last 15yrs I've lived in middle of a concrete jungle �� NYC.  I'm a sculptor, furniture, and product designer.","['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']"
17343967,95604631,f,within a day,94%,3,100,Enjoy meeting new people and traveling.Working for an investment fund,"['email', 'phone', 'reviews']"
4783057,24660443,t,within an hour,100%,54,96,"I am a hard working cable tech,l lived in Brooklyn for about 13 (website hidden) in love with all music especially smooth jazz,reggae and (website hidden) favorite shows would be nat geo,nat geo,nat geo and maybe NBA /CBS. I feel satisfied when I see other people happy its soothing for the soul. I would say that I cant live without chocolate, lobster and nat geo.","['email', 'phone', 'reviews', 'jumio']"
16929407,14060369,f,within an hour,100%,2,90,Hi Im Aaron. I studied architecture and started a furniture company (URL HIDDEN)  ,"['email', 'phone', 'reviews', 'kba']"
14685276,1459260,f,within an hour,100%,28,94,I am a Portuguese architect living and working in New York City.,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
14839106,60968776,f,within a day,67%,3,80,"I'm a talent and literary agent for a large agency with offices in New York, LA and London. I travel to a lot for business, primarily to LA and sometimes overseas. ","['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']"
18671556,71483897,f,within an hour,97%,0,,"Completely sober, private safe and reliable. Five things I can't live without are cleanliness and order, independence, meeting new people, and animals. Having me as a guest is like having your own private apartment in a hotel and I am the front desk if you need anything.","['email', 'phone', 'facebook']"
17432051,76783729,f,within an hour,100%,8,93,Hello! My name Is Daniel. Originally a California Native now living in Brooklyn. I love the outdoors and finding new Cafe's and Exploring Brooklyn. I work for a reputation management company which allows me to travel around the world!,"['email', 'phone', 'reviews']"
13603093,78672740,f,within an hour,100%,6,97, One of the most amazing person - very outgoing -excited with amazing energy in the room  ,"['email', 'phone', 'reviews']"
14248006,23229656,f,within an hour,100%,31,91,I'm from nyc i am a model and i travel a lot ,"['email', 'phone', 'reviews', 'jumio']"
9735957,49494357,f,within a few hours,100%,4,100,"Hello! Just a bit about us - Lindsee is a native Californian, but has lived in New York for years, and spent a lot of time in London, and Peter is originally from Dublin. We love our home in New York City, but really love to travel so we rent out our apartment regularly. We love experimenting in the kitchen, seeing live music, being outdoors as much as possible, and exploring all that NYC has to offer! We hope you enjoy our home as much as we do!","['email', 'phone', 'reviews', 'kba']"
7749233,12606778,f,within a few hours,100%,10,93,"I'm very calm and laid back i��m not complicated at all- I definitely don��t sweat the small stuff- I ��d rather spend my energy helping improve the environment and protecting animal rights�� I'm not into partying and raging (I got that out of my system a long time ago) but I can definitely adjust and socialize when it's necessary, I'm a US citizen, I voted in the last three elections, I am an ASPCA guardian, I support public television, I enjoy music, art and architecture- I was raised in a home where my parents made culture available to us- I have lived and attended school in France and in Spain and I have traveled across Europe- ========================================================================================= I'm messy sometimes but definitely not gross or anti hygienic�� early on I learned to hire a housekeeper to clean everything every other week and it solves any issues, and keeps my home clean comfortable and inviting. ","['email', 'phone', 'reviews', 'jumio']"
15114935,31070690,f,within a few hours,100%,5,80,"Originally from Israel living in New York for the past 10 years. A creative designer who loves traveling, reading, outdoors adventures, wine, good food, museums, parks, arts and crafts, and quality time with my friends and family. also a competitive swimmer and water polo player who maintain an active and healthy lifestyle.   ","['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']"
18355480,16718650,f,N/A,N/A,0,,"I am from Dallas, live in Brooklyn, work in Manhattan, and play a lot of soccer (futbol).","['email', 'phone', 'reviews', 'jumio']"
4069363,9315979,f,within a few hours,90%,42,92,"Single professional male living in New York and work in the media industry. Passion for food, culture, architecture","['email', 'phone', 'reviews', 'jumio']"
18272753,20175399,f,within an hour,100%,2,90,"Hi, I'm Grace and I work as a freelance prop master and production designer for Saturday Night Live and a slew of independent films. You're likely to find me schlepping props in and out of the house, and can find some of the stranger props sprinkled through the living room! When not on set, I work as an experimental filmmaker, mainly on analog film. ","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']"
13037692,66326553,f,within a few hours,100%,40,92,Native New Yorker. Very happy to be meeting new people from around the world.,"['email', 'phone', 'reviews', 'kba']"
1300216,2135948,t,within an hour,100%,22,95,"I was born and raised in Naples, Italy.  Moved to the US to finish college 16 yrs ago and for the last 12 I have been living here in NYC.I travel back to Italy twice a year and mostly use this site to host at my apartment while I am away.","['email', 'phone', 'facebook', 'reviews', 'jumio']"
14094358,84810879,f,within an hour,100%,8,93, I am a very easy out going jovial person and loves to meet new people,"['email', 'phone', 'reviews']"
9039932,2661789,f,within an hour,100%,8,98,I am a single adult women. I own a house in Windsor Terrace Brooklyn. I have a medium size dog and a cat.,"['email', 'phone', 'reviews', 'kba']"
14966494,67954495,f,within an hour,99%,36,90,"I'm a down to earth, energetic guy and I love meeting new people and hearing their stories! I'm a huge hip-hop, MMA and NBA fan, but my greatest love is Taco Bell, no joke. Hope to see you soon! ","['email', 'phone', 'reviews', 'jumio', 'government_id']"
4192400,21751476,t,within an hour,100%,177,96,"Native New Yorker who enjoys meeting new people and frequents in delicious food and drinks! I was born in Manhattan, raised in Queens, and now living in Brooklyn. I enjoy blogging, PC gaming, listening to music, collecting art, supporting small businesses, binge watching television, visiting highly-recommended & moderately affordable eateries, and reading up a book every once in a while!I wish I traveled more but I've only ever been out of the United States to visit Japan a few times, and Canada once. Within the U.S., I've visited California twice, and a handful of different states along the East Coast. :) About our dog: She's a small, friendly Maltese. Her name is Mikan! She enjoys chasing her tail and running in circles. ","['email', 'phone', 'reviews', 'kba']"
4813140,22643930,t,within an hour,100%,43,96,Just striving to be the best version of myself. Cheers!,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
6341337,33024208,f,within a day,80%,1,100,"Hello, My name is Haamacha. I live in Bedstuy, Brooklyn with my husband and 2 children. Interior design is my hobby and my home is where i play around. I Enjoy cooking for my friends and family and picnics at the Park.I love to travel, go vintage shopping for treasures to bring back home, watching old movies and reading. Above all, spending time with my family is always my priority as i truly feel blessed to have them. As our guest, you will enter our home with keyed in elevator that brings you straight into our home. It's bright with 180 degrees of views of the city: Empire State Building, Brooklyn Museum, Freedom Tower and the Williamsburg bridge are all visible.  Our home is clean, beautiful and a safe and warm environment we are proud to call home.","['email', 'phone', 'reviews', 'kba']"
10472004,53966115,f,within a day,100%,4,100,"Hi I'm Nora, living in New York. I am AirBnBing my room because I will be away travelling. My 2 roommates are very easy going and are not home much at all. The apartment is convenient and nice! Hope you enjoy, nora","['email', 'phone', 'reviews']"
1056804,2413155,t,within a day,100%,55,97,"Passionate traveler and animal-lover....thrilled dog-mommy to Baxter, a pretty well-behaved Boxer/Pit, although he gets props for his own version of willfulness...we respect that a lot in this household...within reason!  If I can combine a trip and a U2 concert...well, that's a done deal!Born n'Raised Brooklyn Girl...happy to provide tips on the popular and arcane! Growing up, going to Broadway shows was a major plus!Writer/Creative Director in Media with personal focus on spiritual exploration/development.Big fan of delicious bold red (URL HIDDEN) an icy pint of a crisp ale. I love people...the stories they hold, the laughs and insights that are inevitably shared...I kinda run my home like a b'n'b for dear friends and family, so I thought, hey, why not extend the circle (and pay for my next sabbatical...)C'mon, rent my place and help finance my play!! I'll share credits on opening night! ","['email', 'phone', 'facebook', 'reviews', 'kba']"
14126853,21544501,t,within an hour,100%,2,90,"My Name is Natalie and I'm a fashion/film wardrobe stylist + art director residing in Bushwick, Brooklyn. As a New York native, I consider this city one of the greatest in the world. I love networking, curating events, being in front and behind the camera, cooking, reading, and watching movies. I look forward in meeting individuals who are ambitious, passionate, hard working and filled with positive vibes. ","['email', 'phone', 'linkedin', 'reviews', 'kba']"
18410445,63408461,f,within an hour,100%,2,100,"Hi  after difficult years I am an ambitious and honest lady that is an entrepreneurs and trying to have a great career in the fashion design field. I am an illustrator and graphic designer by formation, since i am not paid for it yet it is not yet my career. I am currently looking for a real career job after having difficulties with my immigration status and an harassment via third party. I love my career and my husband is also an amazing men entrepreneur as well. Who is honestly the nicest and the best human being on the planet or at least one of the best. I really hope that we can make your stay amazing and the best! I would be so happy to welcome you and we both do like people and work with them. Please feel free to watch the blog that i had created and translated in airbnb in Dianes guide book as well as asking me question to live a perfect life and condition possible thank you very much. ","['email', 'phone', 'reviews', 'jumio', 'government_id']"
8272749,25728891,f,within an hour,100%,40,84,"I am passionate about arts and culture. Hoping to pursue a career in entertainment law in the future! I enjoy different guests from all over the world. I had the chance to travel a lot, and now enjoying hosting both national and international guests!","['email', 'phone', 'reviews', 'kba']"
